type,Lat,Lon,start year,end year,magnitude,extent,description of event
,38.8,38.8,1874,1874,6.1,,"TURKEY: KEBAN,MADEN"
,22,89,1874,1874,,,BANGLADESH: BHOLA
,17,120.6,1874,1874,,,PHILIPPINES: LEPANTO-BONTOC
,10.5,-63.1,1874,1874,5.9,,VENEZUELA: PILAR
,6.8,122,1874,1874,,,"PHILIPPINES: MINDANAO,ZAMBOANGA,ISABELA (BASILAN)"
,14.5,-90.7,1874,1874,,,"GUATEMALA: ANTIGUA,CHIMALTENANGO,AMATITLAN"
,35,69,1874,1874,,,AFGHANISTAN
,20.7,-103.4,1875,1875,7.5,,MEXICO: SAN CRISTOBAL DE LA BARRANCA
,20,-105,1875,1875,,,S. MEXICO
,-20,168.5,1875,1875,8,,NEW CALEDONIA: LOYALTY ISLANDS: LIFOU ISLAND
,37.3,21.8,1875,1875,,,GREECE: KYPARISSIA (MESSINIA)
,38.1,30.2,1875,1875,7.3,,"TURKEY: CAPALI, DINAR, CIVRIL, YAKA"
,-18.5,168,1875,1875,7,,VANUATU ISLANDS
,38.7,29.4,1875,1875,6.1,,TURKEY
,7.9,-72.5,1875,1875,7.5,,"COLOMBIA: CUCUTA,SAN CAYETANO,VILLA DEL ROSARIO"
,13.6,123.2,1875,1875,,,"PHILIPPINES: SE LUZON: NUEVA,CACERES"
,37.75,27,1875,1875,,,GREECE: SAMOS ISLAND
,44.5,33.4,1875,1875,5.2,,UKRAINE: CRIMEA: SEVASTOPOL
,16.3,120.3,1875,1875,,,PHILIPPINES: BENGUET: LA TRINIDAD
,-6.9,108.3,1875,1875,,,INDONESIA: W JAVA: KUNINGAN
,40.2,26.4,1875,1875,,,TURKEY
,16,38.5,1875,1875,6.2,,"ETHIOPIA: ERITREA, TIGRAY"
,18.3,-66.4,1875,1875,,,PUERTO RICO: ARECIBO
,-6,147,1875,1875,7,,PAPUA NEW GUINEA: MACLAY COAST
,38.8,30.5,1876,1876,,,TURKEY
,-3,127.25,1876,1876,6.8,,"INDONESIA: BURU ISLAND, CERAM SEA"
,25.4,99.4,1876,1876,6,,CHINA: YUNNAN PROVINCE
,,,1876,1876,,,JAPAN: RYUKYU ISLANDS
,,,1877,1877,,,HAWAII
,-21.5,-70.5,1877,1877,8.3,,CHILE: OFF NORTH COAST
,-12.07,-77.15,1877,1877,,,PERU: CALLAO
,-21.2,-70.1,1877,1877,,,CHILE: NORTHERN: HUANILLOS
,-19.6,-70.2,1877,1877,,,CHILE: NORTHERN
,-20.2,-70.1,1877,1877,,,CHILE: IQUIQUE
,-24,-71,1877,1877,,,CHILE
,3.88,-77.08,1877,1877,,,COLOMBIA: BUENAVENTURA
,-19,168.5,1878,1878,7.5,,VANUATU: TANNA ISLAND
,,,1878,1878,,,ALASKA: ALEUTIAN ISLANDS
,-19.92,-70.335,1878,1878,7.9,,CHILE: TARAPACA
,-4.25,152.25,1878,1878,,,PAPUA NEW GUINEA: BISMARCK SEA
,-12,-77,1878,1878,,,PERU: CALLAO
,5.1,-75.5,1878,1878,,,COLOMBIA: MANIZALES
,-19,168.5,1878,1878,8,,VANUATU ISLANDS
,-36.8,-73,1878,1878,,,CHILE: CENTRAL
,-20.2,-70.1,1878,1878,,,CHILE: NORTHERN
,20.3,-103.4,1878,1878,,,MEXICO: JALISCO
,10.3,-66.8,1878,1878,5.9,,"VENEZUELA: CUA, CHARALLAVE, SAN DIEGO"
,-20.2,-70.1,1878,1878,,,CHILE: NORTHERN
,40.8,29,1878,1878,6.7,,"TURKEY: IZMIT, ESME, LABINIA"
,10.7,-66.5,1878,1878,,,VENEZUELA: OCUMARE DEL TUY
,34.1,-117.3,1878,1878,4.3,,MEXICO: BAJA CALIFORNIA
,-23.7,-70.4,1878,1878,,,CHILE: NORTHERN
,27.7,100.8,1878,1878,5.5,,CHINA: YUNNAN PROVINCE
,53.6,-166.4,1878,1878,,,ALASKA: EAST ALEUTIAN ISLANDS
,-19,168.5,1878,1878,,,VANUATU ISLANDS
,6.9,125.1,1878,1878,,,PHILIPPINES: NEAR MOUNT APO
,13.5,-88.4,1878,1878,,,EL SALVADOR: JUCUAPA
,46.2,16.8,1878,1878,,,BALKANS NW: CROATIA
,6.5,-3.3,1879,1879,5.7,,COTE D'IVOIRE: ABIDJAN
,9.5,-67.2,1879,1879,,,"VENEZUELA: CURIEPE,SAN JUAN DE LOS MORRO"
,37.8,47.9,1879,1879,6.7,,"IRAN: BOZQUSH, ARDABIL, GAMRUD, TARK, MANAN"
,37.5,57.4,1879,1879,6.7,,IRAN: BOJNURD
,9.8,125.5,1879,1879,,,PHILIPPINES: NW MINDANAO: SURIGAO
,33.2,104.7,1879,1879,8,,CHINA: GANSU PROVINCE
,29,33,1879,1879,5.9,,EGYPT: GULF OF SUEZ
,37.5,15,1879,1879,,,ITALY
,34.227,-118.433,1879,1879,,,CALIFORNIA: SAN FERNANDO
,13.4,-89.1,1879,1879,,,"EL SALVADOR: SAN SALVADOR,SOYAPANGO,ILOPANGO"
,22.4,-83,1880,1880,,,"CUBA: SAN CRISTOBAL,CANDELARIA"
,42,35.2,1880,1880,5.5,,TURKEY: HELEDDI
,33,104.6,1880,1880,5.5,,CHINA: GANSU PROVINCE: WENXIAN
,38.6,27.1,1880,1880,,,TURKEY
,15,121.5,1880,1880,,,PHILIPPINES: LUZON: E
,16,121.85,1880,1880,7.5,,"PHILIPPINES: S COAST LUZON: PASIG RIVER,PAMPANGA"
,15,121.5,1880,1880,,,"PHILIPPINES: SW OF LAKE BAY, MANILA"
,38.1,27.8,1880,1880,6.1,,TURKEY: IZMIR
,38.6,27.1,1880,1880,6.7,,TURKEY
,-31.62,-71.18,1880,1880,7.7,,CHILE: ILLAPEL
,27.1,54.2,1880,1880,,,"IRAN: BASTAK, JONAH"
,-38.85,178.85,1880,1880,7,,GISBORNE
,55.8,-155.6,1880,1880,,,ALASKA PENINSULA
,57,-136,1880,1880,7,,ALASKA: SOUTHEASTERN
,45.9,16.1,1880,1880,,,BALKANS NW: CROATIA
,36.7,137.3,1880,1880,,,"TOYAMA PREF., JAPAN"
,40.5,48.1,1880,1880,,,ARMENIA; AZERBAIJAN: SEMACHA; SOMAKI
,36.1,46.2,1880,1880,,,IRAN: SAQQEZ
,24.5,120.7,1881,1881,5.5,,TAIWAN: S of XINZHU
,40.7,13.9,1881,1881,,,ITALY: ISLAND OF ISCHIA
,38.25,26.25,1881,1881,7.3,,GREECE: KHIOS; TURKEY: CESME
,38.2,26.2,1881,1881,,,GREECE: KHIOS
,11.5,-86.3,1881,1881,,,"NICARAGUA: SAN JUAN DEL SUR,CHINANDEGA,MANAGUA"
,38.5,43.3,1881,1881,,,"TURKEY: VAN,NEMRUT"
,11,-84,1881,1881,,,COSTA RICA: SAN JOSE
,-16,179,1881,1881,,,FIJI ISLANDS
,-20.2,-70.1,1881,1881,,,CHILE: NORTHERN
,33.6,104.6,1881,1881,6.5,,CHINA: GANSU PROVINCE
,17.97,-76.8,1881,1881,,,JAMAICA: KINGSTON
,38.4,26.1,1881,1881,,,GREECE: AEGEAN SEA
,38.3,44.6,1881,1881,,,IRAN: KHVOY (KHOY)
,16.5,121.1,1881,1881,,,"PHILIPPINES: NUEVA VIZCAYA,BAYOMBONG"
,25,121.5,1881,1881,5.5,,TAIWAN
,40.6,33.6,1881,1881,6.1,,TURKEY
,16.2,121.2,1881,1881,,,PHILIPPINES: NUEVA VIZCAYA
,43.3,147.3,1881,1881,7,,JAPAN: HOKKAIDO ISLAND
,-19.6,-70.2,1881,1881,,,CHILE: NORTHERN
,,,1881,1881,,,TONGA ISLANDS
,8.52,92.43,1881,1881,7.9,,"INDIA: ANDAMAN I,NICOBAR I"
,8.567,81.233,1882,1882,,,SRI LANKA: TRINCOMALEE
,-33.58,-71.63,1882,1882,,,CHILE: NORTHERN
,46,14.2,1882,1882,4.8,,BALKANS NW: SLOVENIA: LJUBLJANA: W
,17.5,-98.3,1882,1882,,,"MEXICO: PUEBLA,HUAHUAPAN,HUAMUXTITLAN,XALPATLAHUAC"
,40.9,14.4,1882,1882,,,ITALY
,10,-79,1882,1882,8.3,,PANAMA: SAN BLAS ARCHIPELAGO
,-19.6,-70.2,1882,1882,,,CHILE: PISAGUA
,-4.5,129.9,1882,1882,7.5,,INDONESIA: BANDANEIRA
,38.1,115.5,1882,1882,5.8,,CHINA: HEBEI PROVINCE
,23.8,120.5,1882,1882,6.3,,TAIWAN: ZHANGHUA
,7.4,-76.9,1883,1883,6,,"COLOMBIA: ANTIOQUIA, YARUMAL"
,38.1,46.3,1883,1883,6.2,,IRAN: TABRIZ
,37.9,112.5,1883,1883,5.5,,CHINA: SHANXI PROVINCE
,40.7,13.9,1883,1883,,,"ITALY: ISCHIA IS: CASAMICCIOLA, FORINO, LACCO AMENO"
,38.3,26.2,1883,1883,7.3,,"TURKEY: AYVALIK, IZMIR, CESME"
,27.5,52.3,1883,1883,5.8,,"IRAN: KANGAN,TAHERI (TAHIRI)"
,16,179,1884,1884,,,FIJI: MACUATA
,23.5,120.4,1884,1884,5.3,,TAIWAN: JIAYI
,26.81,55.91,1884,1884,,,"IRAN: QESHM I,BANDAR-E-LAFT,SAHELI,TONBAN,DIRESTAN"
,15.7,39.6,1884,1884,6.2,,"ERITREA: MASSAWA, MUNCULLO"
,40.6,-73.75,1884,1884,5.5,,"NEW YORK: ROCKAWAY BEACH, NEAR NEW YORK CITY"
,7.5,-79,1884,1884,7.5,,"PANAMA: AQUADAS [AGUADULCE], PACORA"
,23,101.1,1884,1884,6.5,,CHINA: YUNNAN PROVINCE
,41.31,-72.92,1884,1884,,,CONNECTICUT: NEW HAVEN
,36.95,-3.983,1884,1884,6.7,,"SPAIN: ARENAS DEL REY, VEGA, ALHAMA, MALAGA"
,13.4,-88.5,1884,1884,,,EL SALVADOR: SAN VICENTE
,34.5,105.7,1885,1885,6,,CHINA: GANSU PROVINCE
,,,1885,1885,,,ICELAND
,,,1885,1885,,,"ALGERIA: BORDJOU, ARRERIDJ"
,20.8,-103.4,1885,1885,,,MEXICO: JALISCO: SAN CRISTOBAL
,9.8,125.5,1885,1885,,,PHILIPPINES: E MINDANAO: SURIGAO
,37,22,1885,1885,,,GREECE: LOI-MANESI-MESSINI (MESSINIA)
,-2.5,127.5,1885,1885,7.3,,"INDONESIA: BURU I, AMBON I, HARUKU I"
,41.9,47.8,1885,1885,4,,RUSSIA: CAUCASUS
,2.5,-76.5,1885,1885,,,COLOMBIA: POPAYAN
,33.5,75,1885,1885,,,INDIA: SRINAGAR
,34,76,1885,1885,,,INDIA: KASHMIR
,8.3,123.6,1885,1885,,,PHILIPPINES: NE MINDANAO: DAPITAN
,,99.5,1885,1885,6.8,,INDONESIA: SUMATRA: AJERBANGIS
,42.7,74.1,1885,1885,6.9,,KYRGYZSTAN: BELOVODSKOJE
,12.3,-86.8,1885,1885,,,"NICARAGUA: LEON,CHINANDEGA,MANAGUA"
,-20.2,-70.1,1885,1885,,,CHILE: IQUIQUE
,36.1,4.6,1885,1885,5.9,,ALGERIA: M'SILA
,5.55,95.3,1885,1885,,,INDONESIA: BANDA ATJEH
,25,104,1885,1885,5,,CHINA: YUNNAN PROVINCE
,5.6,95.3,1886,1886,,,INDONESIA: KOETA RADJA (ATJEH)
,37.1,21.5,1886,1886,7.5,,"GREECE: TRIPHYLIE (PELEPONESE), PHILIATRA"
,32.9,-80,1886,1886,7.7,,SOUTH CAROLINA: CHARLESTON
,9.3,-70.4,1886,1886,,,VENEZUELA: TRUJILLO
,10.7,122.6,1887,1887,,,"PHILIPPINES: PANAY, ILOILO"
,43.9,8.1,1887,1887,,,ITALY: LIGURIAN COAST
,13.7,123.3,1887,1887,,,"PHILIPPINES: SE LUZON: CAMARINES, NUEVA CACERES"
,31,-109,1887,1887,8,,MEXICO: BAVISPE
,5.4,96,1887,1887,,,INDONESIA: SUMATERA: SIGLI
,28.2,-100.2,1887,1887,,,"MEXICO: GUERRERO,MORELOS"
,43.1,76.8,1887,1887,7.3,,KAZAKHSTAN: VERNENSK
,17.7,-100,1887,1887,,,MEXICO: GUERRERO
,19.7,-74.4,1887,1887,,,HAITI: MOLE SAINT NICOLAS
,38.3,22.8,1887,1887,,,GREECE: XYLOKASTRON-SYKIA (CORINTHIA)
,44.2,12,1887,1887,,,ITALY: N
,35.58,0.33,1887,1887,,,ALGERIA: KALAA
,39.6,16.3,1887,1887,,,ITALY: BISIGNANO
,23.7,102.5,1887,1887,6.8,,CHINA: YUNNAN PROVINCE
,10.3,-61.1,1888,1888,,,TRINIDAD; GRENADA: ST GEORGE'S
,10.4,-63.1,1888,1888,,,"VENEZUELA: CARUPANO; ANTILLES: GRENADA,TRINIDAD"
,36.5,102.2,1888,1888,5,,CHINA: QINGHAI PROVINCE
,5.8,95,1888,1888,,,INDONESIA: SUMATERA: BREUEH ISLAND
,-34.5,-57.9,1888,1888,,,URUGUAY: COLOGNE
,38.5,119,1888,1888,7.5,,CHINA: BOHAI GULF
,-34.5,172.7,1888,1888,7.3,,NEW ZEALAND: SOUTH ISLAND: AMURI DISTRICT
,38.2,22.1,1888,1888,,,GREECE: AEGHION (ACHAIA)
,41.3,43.3,1888,1888,6.1,,TURKEY
,37.1,104.2,1888,1888,,,CHINA: GANSU PROVINCE
,9.2,-69.8,1888,1888,,,VENEZUELA: GUANARE
,33.3,49.3,1888,1888,,,IRAN: LAKE IRENE
,13.5,121,1889,1889,6.8,,"PHILIPPINES: MINDANAO,MINDORO"
,43.2,78.7,1889,1889,8.3,,"KAZAKHSTAN: CILIK, ALMA-ATA"
,32.8,130.7,1889,1889,6.3,,JAPAN: KUMAMOTO
,17.7,-100,1889,1889,,,MEXICO: GUERRERO
,38.3,22,1889,1889,,,"GREECE: AEGHION (ACHAIA),AGRINION (AETOLIA)"
,1,126.25,1889,1889,8,,INDONESIA: N. MOLUCCAS ISLANDS
,18.8,-99,1889,1889,,,MEXICO: MORELOS
,39.2,26,1889,1889,6.9,,GREECE: LESBOS
,-7,113.5,1889,1889,6,,"INDONESIA: MADURA ISLAND, JAVA"
,6.8,-6.7,1889,1889,4.7,,COTE D'IVOIRE: BAIBU
,11.2,124.4,1890,1890,,,"PHILIPPINES: SAMAR,LEYTE: CATBALOGAN,BARUGO"
,36.6,54.6,1890,1890,7.2,,"IRAN: TASH, ASTRABAD (GORGAN), BASTAM, SHAKHRUD"
,-4.5,129.9,1890,1890,,,INDONESIA: BANDANEIRA
,-6.76,111.04,1890,1890,,,INDONESIA: JAVA: PATI
,36.9,112.9,1890,1890,5.5,,CHINA: SHANXI PROVINCE
,36.5,1.8,1891,1891,,,"ALGERIA: BOURAVA, GOURAYA"
,38.3,43.2,1891,1891,,,TURKEY: VAN: ADELJIWAZ
,37.1,111.9,1891,1891,5.8,,CHINA: SHANXI PROVINCE
,5.4,96,1891,1891,,,INDONESIA: SUMATERA: SIGLI
,-37.4,174.4,1891,1891,6.2,,NEW ZEALAND
,25.5,-103.5,1891,1891,,,N. MEXICO
,-9,124,1891,1891,7,,TIMOR SEA
,35.5,137,1891,1891,8.4,,JAPAN: MINO-OWARI
,48,-123.5,1891,1891,,,WASHINGTON: PUGET SOUND
,31.5,-116.5,1892,1892,,,MEXICO: BAJA CALIFORNIA
,21,122,1892,1892,,,"PHILIPPINES: BATAN ISLAND,SAN DOMINGO"
,17.3,120.6,1892,1892,,,"PHILIPPINES: LUZON: ABRA,PANGASINAN,UNION"
,38.5,-122.5,1892,1892,,,"CALIFORNIA: VACAVILLE,WINTERS"
,38.5,-121.9,1892,1892,6.2,,CALIFORNIA: WINTERS
,14,143.3,1892,1892,7.5,,GUAM
,2.5,99.5,1892,1892,,,"INDONESIA: SUMATRA: PADANGSIDIMPUAN, LAKE TOBA"
,-15.25,166.83,1892,1892,,,VANUATU ISLANDS: ESPIRITU SANTO
,-3,127.75,1892,1892,7,,INDONESIA: SERAM ISLAND
,37,136.8,1892,1892,,,JAPAN: SW. HONSHU ISLAND
,30.5,66.2,1892,1892,,,"PAKISTAN: CHAMAN,BALUCHISTAN"
,37.7,20.9,1893,1893,6.4,,GREECE: ZAKINTHOS (ZANTE)
,40.5,25.5,1893,1893,6.5,,GREECE: SAMOTHRAKI
,17.97,-76.8,1893,1893,,,JAMAICA: KINGSTON
,38.3,38.3,1893,1893,6.7,,TURKEY: MALATYA
,44.2,21.2,1893,1893,,,BALKANS: NW: POPOVIC
,37.7,20.9,1893,1893,6.4,,"GREECE: ZAKINTHOS (ZANTE), GAITANI-KERI"
,36.6,101.8,1893,1893,5.5,,CHINA: QINGHAI PROVINCE
,43.3,147.5,1893,1893,,,RUSSIA: S. KURIL ISLANDS
,42.5,145.5,1893,1893,,,"NEMURO, JAPAN"
,40.2,19.7,1893,1893,7.5,,"ALBANIA: HIMARA, DHERMI, KUC, KUDHESI, VLORE, KANINA"
,6.9,125.8,1893,1893,,,PHILIPPINES: E MINDANAO: AGUSAN RIVER
,-17.75,168.3,1893,1893,6,,VANUATU ISLANDS
,41.75,16,1893,1893,,,ITALY: MATTINATA
,30.5,101.5,1893,1893,6.8,,CHINA: SICHUAN PROVINCE
,37.2,58.4,1893,1893,6.6,,"IRAN: QUCHAN, MASHHAD, BOJNURD"
,41.7,82.8,1893,1893,6.8,,CHINA: XINJIANG
,41.2,80.3,1893,1893,6.5,,CHINA: XINJIANG
,37.1,58.3,1894,1894,,,IRAN: QUCHAN
,6,126,1894,1894,,,PHILIPPINES: SE MINDANAO: DAVAO GULF
,29.4,52.3,1894,1894,,,IRAN: SHIRAZ
,42.5,146,1894,1894,7.9,,JAPAN: OFF COAST OF HONSHU
,38.6,23.2,1894,1894,6.7,,"GREECE: LOCRIDE, MALESINA-MARTINON (LOKRIS)"
,38.7,23.1,1894,1894,6.9,,GREECE: ST KONSTANTINOS-ARKITSA (LOKRIS)
,8.5,-71.7,1894,1894,8.2,,"VENEZUELA: MERIDA,TOVAR; COLOMBIA: N SANTANDER"
,35.7,139.9,1894,1894,7.5,,JAPAN: TOKYO
,8.2,126.1,1894,1894,,,PHILIPPINES: E MINDANAO: AGUSAN RIVER VALLEY
,40.6,28.7,1894,1894,,,TURKEY
,37.75,21.75,1894,1894,6.3,,GREECE: DUKAT
,38.9,139.8,1894,1894,7,,JAPAN: SYONAI
,-32,-68.5,1894,1894,7.5,,"ARGENTINA: LA RIOJA, SAN JUAN, MENDOZA"
,9.4,-70.1,1894,1894,,,VENEZUELA: CARACHE
,38.3,15.9,1894,1894,,,"ITALY: PALMI, SANTA CRISTINA"
,37.1,58.4,1895,1895,6.8,,IRAN: QUCHAN
,-8.4,150.1,1895,1895,7.3,,W. SOLOMON SEA
,46.1,14.5,1895,1895,6.1,,BALKANS NW: SLOVENIA: LJUBLJANA
,13.4,121.7,1895,1895,,,PHILIPPINES: N MINDORO: CALAPAN
,40.1,19.4,1895,1895,,,ALBANIA: HIMARA
,39.5,20.5,1895,1895,7.5,,GREECE: MARGARITION-FILIATES (THESPROTIA)
,40,20.1,1895,1895,6.4,,ALBANIA: GJIROKASTER
,43.9,11.1,1895,1895,,,"ITALY: FLORENCE, S. MARTINO, BOSSI"
,33,130,1895,1895,,,"W. KYUSHU ISLAND, JAPAN"
,39.5,20.5,1895,1895,,,GREECE-ALBANIA
,39.5,53.7,1895,1895,8.2,,TURKMENISTAN: UZUN-ADA
,41.2,19.3,1895,1895,,,ALBANIA: DURRES
,-38.8,176,1895,1895,6,,TAUPO
,23.5,116.5,1895,1895,6,,CHINA: GUANGDONG PROVINCE
,40.667,-74.883,1895,1895,4.3,,NEW JERSEY: HIGH BRIDGE
,37,-89.4,1895,1895,,,MISSOURI: CHARLESTON
,41.7,12.2,1895,1895,,,ITALY: TYRRHENIAN SEA
,35.7,51.4,1895,1895,,,IRAN: TEHRAN
,16.8,96.2,1895,1895,,,MYANMAR (BURMA): RANGOON
,37.8,48.3,1896,1896,,,IRAN: SANGABAD (SENJABAD)
,38.5,45,1896,1896,,,IRAN: KHVOY (KHOY)
,36.5,141,1896,1896,,,"KASHIMA, JAPAN"
,29.2,104.9,1896,1896,5.8,,CHINA: SICHUAN PROVINCE: FUSHUN
,19.2,-104,1896,1896,,,MEXICO: COLIMA
,38,76,1896,1896,6.5,,CHINA: XINJIANG
,-33,-71,1896,1896,,,"CHILE: LIMACHE, ALMENDRAL"
,-8.25,124.75,1896,1896,,,INDONESIA: TIMOR: ALOR ISLAND
,39.5,144,1896,1896,8.3,,JAPAN: SANRIKU
,64,-21,1896,1896,,,ICELAND: ARNESSYSLA
,40,141,1896,1896,,,"JAPAN: SENHOKU, UGO"
,37,71,1896,1896,7.5,,AFGHANISTAN
,-3.5,102.5,1896,1896,6.8,,"INDONESIA: SW. SUMATRA, JAVA"
,43.7,8.1,1896,1896,,,ITALY: LIGURIAN COAST
,39.7,75.9,1896,1896,6.6,,CHINA: XINJIANG PROVINCE: KASHGAR
,43.5,146,1896,1896,7.6,,RUSSIA: KURIL ISLANDS
,30.3,57.1,1896,1896,,,IRAN: QOBEH-E-SABZ (KERMAN)
,26.95,56.26,1897,1897,6.1,,"IRAN: QESHM ISLAND, LARAK ISLAND"
,40,20.1,1897,1897,,,ALBANIA
,40,140,1897,1897,8.3,,JAPAN
,38.1,141.9,1897,1897,7.4,,JAPAN: SANRIKU
,-6.8,120.8,1897,1897,5.5,,INDONESIA: KAJUADI ISLAND
,24.7,121.8,1897,1897,6,,TAIWAN: YILAN
,16.1,-61.3,1897,1897,,,GUADELOUPE; ANTIGUA; ST KITTS
,-37.3,139.7,1897,1897,6.5,,"AUSTRALIA: BEACHPORT,ROBE,KINGSTON,MOUNT GAMBIER"
,12,124,1897,1897,7.9,,PHILIPPINES: MASBATE ISLAND
,39,12.5,1897,1897,,,ITALY: TYRRHENIAN SEA
,17,-96.3,1897,1897,7,,MEXICO: OAXACA: TEHUANTEPEC
,26,91,1897,1897,8,,INDIA: ASSAM
,16,-95,1897,1897,7,,MEXICO: TEHUANTEPEC
,38,143.7,1897,1897,7.7,,JAPAN: SANRIKU
,18,120,1897,1897,7.9,,PHILIPPINES: LUZON: ILOCOS SUR
,39,143,1897,1897,7.9,,JAPAN
,-11.9,-76.8,1897,1897,7.7,,PERU
,6,122,1897,1897,8.6,,PHILIPPINES: NW MINDANAO: DAPITAN
,6,122,1897,1897,8.7,,"PHILIPPINES: MINDANAO, ZAMBOANGA, SULU, ISABELA"
,,,1897,1897,,,NEW ZEALAND: WELLINGTON
,12,126,1897,1897,8.1,,PHILIPPINES: NORTHERN SAMAR
,12,126,1897,1897,,,PHILIPPINES: NORTHERN SAMAR
,12,126,1897,1897,7.9,,PHILIPPINES: NORTHERN SAMAR
,18.5,-69.95,1897,1897,,,DOMINICAN REPUBLIC: SANTO DOMINGO
,36.5,54.9,1898,1898,4.3,,IRAN: GORGAN (ASTRABAD); TURKMENISTAN
,38.2,-122.4,1898,1898,6.5,,CALIFORNIA: SONOMA COUNTY
,39,-124,1898,1898,,,"CALIFORNIA: N COAST,MENDOCINO COUNTY"
,38.6,142,1898,1898,7.2,,JAPAN: SANRIKU
,12,-86,1898,1898,7.9,,"NICARAGUA: LEON, CHINANDEGA, MANAGUA"
,39.8,76.6,1898,1898,6,,CHINA: XINJIANG
,42.4,13,1898,1898,,,ITALY
,52,172,1898,1898,7.6,,ALASKA: ALEUTIAN ISLANDS: NEAR ISLANDS
,43.6,16.7,1898,1898,,,"BALKANS NW: CROATIA: CAPARICE,GRAB,KUSUTE"
,-36.83,-73.03,1898,1898,6.5,,CHILE: CONCEPCION
,39.75,20.75,1898,1898,6.2,,GREECE: IOANNINA
,39.1,113,1898,1898,5.5,,CHINA: SHANXI PROVINCE
,37.75,21,1898,1898,,,GREECE: ZAKYNTHOS
,-3,152,1899,1899,,,PAPUA NEW GUINEA: NEW IRELAND: EAST COAST
,37.25,21.75,1899,1899,6.6,,GREECE: KYPARISSIA (MESSINIA)
,17,-98,1899,1899,8.4,,MEXICO: GUERRERO-OAXACA
,-12.4,130.7,1899,1899,,,"AUSTRALIA: POINT CHARLES, DARWIN"
,-21.97,-63.67,1899,1899,6.9,,BOLIVIA: SOUTHERN
,18,-77,1899,1899,7.8,,JAMAICA
,10.4,-69.2,1899,1899,,,VENEZUELA: BARQUISIMETO
,60,-142,1899,1899,8.2,,ALASKA: CAPE YAKATAGA
,60,-140,1899,1899,7.8,,ALASKA: CAPE YAKATAGA
,60,-140,1899,1899,8.2,,ALASKA: SE ALASKA
,37.93,28.84,1899,1899,6.7,,"TURKEY: SULTANHISAR,ATCA,NAZILLI,KUYUCAK,DENIZLI"
,-3,128.5,1899,1899,7.8,,INDONESIA: BANDA SEA
,-5,148,1899,1899,,,PAPUA NEW GUINEA: BISMRACK SEA
,53,159,1899,1899,7.9,,RUSSIA: KAMCHATKA PENINSULA
,31.9,132,1899,1899,7.1,,JAPAN: SEIKAIDO
,31.9,132,1899,1899,,,"SEIKAIDO, JAPAN"
,33.5,-117,1899,1899,6.4,,CALIFORNIA
,41.6,43.5,1899,1899,5.6,,TURKEY
,-0.03,127.25,1900,1900,,,INDONESIA: GALELA (HALMAHERA ISLAND)
,36.5,133.5,1900,1900,7.8,,JAPAN: SEA OF JAPAN
,-6.84,106.96,1900,1900,,,INDONESIA: JAVA: SUKABUMI
,20,-105,1900,1900,7.4,,MEXICO
,20,-105,1900,1900,7.8,,MEXICO: NEAR COAST OF JALISCO
,10.3,-63.3,1900,1900,,,"VENEZUELA: CASANAY (CASANAI),CARIACO"
,10,-85.5,1900,1900,7.5,,CUBA
,40.3,43.1,1900,1900,5.9,,"TURKEY: KARS,KARAKURT,KAGIZMAN,DIGOR"
,-10,165,1900,1900,7.6,,SOLOMON ISLANDS: SANTA CRUZ ISLANDS
,58.6,-137.5,1900,1900,,,ALASKA: SE. ALASKA
,-4,152,1900,1900,6.8,,PAPUA NEW GUINEA: BISMARCK SEA
,-5,148,1900,1900,,,PAPUA NEW GUINEA: RABAUL HARBOR
,4.6,-74,1900,1900,7.9,,COLOMBIA
,-4,140,1900,1900,6.9,,INDONESIA: NW. IRIAN JAYA
,57.09,-153.48,1900,1900,8.3,,ALASKA: KODIAK ISLAND
,11,-66,1900,1900,8.4,,VENEZUELA: MACUTO
,43,146,1900,1900,7.9,,RUSSIA: KURIL ISLANDS
,10.6,-66.95,1900,1900,,,VENEZUELA: MAIQUETIA
,-2,-82,1901,1901,7.8,,ECUADOR: ESMERALDAS
,26,100.1,1901,1901,6,,CHINA: YUNNAN PROVINCE
,36,-120.5,1901,1901,6.4,,CALIFORNIA: SAN DIEGO
,43.4,28.7,1901,1901,6.4,,"BULGARIA: BALCHIK, KAVARNA, BLATNITSA, LIMANU"
,43.4,28.5,1901,1901,7.2,,BULGARIA: BALCHIK
,45,148,1901,1901,7.5,,RUSSIA: KURIL ISLANDS
,39,143,1901,1901,,,"IWATE, JAPAN"
,27,130,1901,1901,7.9,,JAPAN: RYUKYU ISLANDS
,40.5,142.5,1901,1901,7.9,,JAPAN: OFF NORTHEAST COAST HONSHU
,-22,170,1901,1901,8.4,,NEW CALEDONIA: LOYALTY ISLANDS
,40.6,142.3,1901,1901,8.2,,JAPAN: OFF NORTHEAST COAST HONSHU
,40.5,142.5,1901,1901,6.3,,JAPAN: OFF NORTHEAST COAST HONSHU
,14,121.6,1901,1901,,,"PHILIPPINES: LUZON: E TAYABAS,CALAUAG BAY"
,11,-86.5,1901,1901,7,,NICARAGUA
,40,41.5,1901,1901,6.1,,"TURKEY: HASANKALE,HINS,ERZURUM"
,14,122,1901,1901,7.8,,PHILIPPINES: LUZON
,39.4,26.7,1901,1901,5.9,,"TURKEY: AYVALIK, MOSKO IS; GREECE: KHIOS"
,51.45,-171.02,1901,1901,7.8,,ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS
